date,city,pm25,pm10,no2,so2,co,o3,aqi_proxy
2025-07-28,Nagpur,66.8,80.49,18.85,3.64,0.64,20.08,162.0
2025-07-29,Nagpur,39.25,98.59,30.57,11.33,1.34,22.62,109.63
2025-07-30,Nagpur,34.69,112.64,17.89,9.7,1.25,26.74,98.49
2025-07-31,Nagpur,40.4,83.2,27.63,12.98,1.32,34.6,112.5
2025-08-01,Nagpur,45.25,85.16,29.31,10.49,1.08,23.64,124.63
2025-08-02,Nagpur,38.14,86.05,30.8,10.01,1.36,31.88,106.85
2025-08-03,Nagpur,45.76,135.0,29.78,11.68,1.03,30.8,125.91
2025-08-04,Nagpur,31.78,91.58,27.36,10.16,1.23,17.91,92.26
2025-08-05,Nagpur,38.62,115.44,34.18,4.93,1.76,17.3,108.06
2025-08-06,Nagpur,52.59,98.11,36.69,14.36,0.99,26.12,142.97
2025-08-07,Nagpur,55.44,69.64,23.41,7.94,1.45,14.35,150.04
2025-08-08,Nagpur,48.42,56.37,40.81,10.34,2.09,26.4,132.55
2025-08-09,Nagpur,37.9,68.28,32.3,8.71,1.79,17.16,106.25
2025-08-10,Nagpur,66.23,110.29,29.0,14.19,1.01,23.61,161.4
2025-08-11,Nagpur,24.5,118.76,15.84,4.48,1.07,30.58,76.71
2025-08-12,Nagpur,51.53,84.52,37.16,8.45,1.49,32.36,140.33
2025-08-13,Nagpur,39.33,69.79,34.43,11.02,1.36,28.58,109.81
2025-08-14,Nagpur,39.74,87.52,33.63,9.66,1.97,24.98,110.85
2025-08-15,Nagpur,35.98,92.48,37.67,11.12,1.61,13.46,101.45
2025-08-16,Nagpur,11.53,109.32,33.26,8.74,1.6,34.32,48.05
2025-08-17,Nagpur,58.96,103.81,23.05,6.53,0.37,26.25,153.75
2025-08-18,Nagpur,55.38,108.57,35.78,8.34,1.09,17.59,149.95
2025-08-19,Nagpur,37.37,61.77,43.03,4.89,1.24,10.92,104.94
2025-08-20,Nagpur,44.32,82.91,26.54,6.0,1.32,18.92,122.3
2025-08-21,Nagpur,40.63,124.29,32.11,10.4,1.13,17.7,113.08
2025-08-22,Nagpur,39.3,131.64,26.67,9.88,0.99,5.9,109.75
2025-08-23,Nagpur,33.03,132.97,35.44,13.72,1.18,8.32,94.94
2025-08-24,Nagpur,30.12,94.61,33.4,8.77,1.11,28.16,88.71
2025-08-25,Nagpur,36.66,91.81,32.52,7.69,0.97,20.11,103.15
2025-08-26,Nagpur,62.89,104.91,37.67,6.44,0.74,29.0,157.89
2025-08-27,Nagpur,50.02,83.92,26.06,4.41,1.67,29.4,136.54
2025-08-28,Nagpur,31.62,66.42,38.73,6.87,2.03,21.88,91.92
2025-08-29,Nagpur,39.3,88.07,28.36,12.18,1.67,29.0,109.76
2025-08-30,Nagpur,43.17,74.02,29.32,7.52,1.91,28.27,119.42
2025-08-31,Nagpur,39.97,64.95,42.14,9.21,1.27,31.99,111.43
2025-09-01,Nagpur,34.94,77.08,27.95,4.85,1.45,18.06,99.03
2025-09-02,Nagpur,34.34,69.56,25.22,6.28,1.42,21.58,97.73
2025-09-03,Nagpur,39.37,127.6,27.2,10.61,1.61,22.27,109.93
2025-09-04,Nagpur,40.2,78.43,28.83,7.04,1.12,22.82,112.01
2025-09-05,Nagpur,16.73,112.57,46.79,9.31,1.59,28.74,60.12
2025-09-06,Nagpur,23.44,99.85,25.48,15.67,1.24,27.71,74.44
2025-09-07,Nagpur,36.96,124.96,24.74,12.3,1.57,24.62,103.91
2025-09-08,Nagpur,43.77,70.13,9.2,12.02,1.12,29.45,120.93
2025-09-09,Nagpur,46.73,109.35,37.08,1.41,1.57,20.33,128.33
2025-09-10,Nagpur,54.73,94.9,34.48,7.98,0.95,19.83,148.33
2025-09-11,Nagpur,19.28,71.59,18.32,4.49,1.37,25.46,65.56
2025-09-12,Nagpur,42.12,75.25,22.88,7.85,0.99,22.1,116.8
2025-09-13,Nagpur,20.6,94.69,24.08,9.93,1.67,24.0,68.37
2025-09-14,Nagpur,50.82,55.82,26.25,12.11,1.52,33.52,138.54
2025-09-15,Nagpur,62.56,90.83,28.45,5.92,1.13,19.79,157.54
2025-09-16,Nagpur,35.46,67.14,34.05,13.89,1.69,20.67,100.16
2025-09-17,Nagpur,52.14,89.16,29.18,8.49,1.24,26.35,141.86
2025-09-18,Nagpur,43.2,69.52,23.91,9.72,1.49,20.64,119.5
2025-09-19,Nagpur,27.22,107.92,37.49,2.84,1.86,21.39,82.52
2025-09-20,Nagpur,43.63,106.82,43.62,11.81,1.42,14.03,120.58
2025-09-21,Nagpur,17.09,101.56,40.91,6.36,1.21,18.99,60.88
2025-09-22,Nagpur,33.52,104.41,31.51,8.11,2.38,13.58,95.99
2025-09-23,Nagpur,45.76,59.95,27.22,9.25,1.66,20.74,125.9
2025-09-24,Nagpur,37.14,78.66,21.76,10.7,1.43,24.88,104.34
2025-09-25,Nagpur,39.86,79.14,39.02,11.87,1.89,24.6,111.14
2025-09-26,Nagpur,57.55,75.28,27.95,12.39,1.66,20.68,152.27
2025-09-27,Nagpur,28.4,79.3,24.37,13.97,1.62,17.77,85.05
2025-09-28,Nagpur,29.76,69.52,26.11,8.3,1.77,16.68,87.95
2025-07-01,Indore,70.31,75.31,19.78,13.86,1.85,21.49,165.7
2025-07-02,Indore,44.53,90.09,30.11,4.91,0.33,17.47,122.82
2025-07-03,Indore,61.19,118.2,26.29,5.93,1.43,25.46,156.1
2025-07-04,Indore,47.28,52.28,54.65,12.2,1.24,18.7,129.7
2025-07-05,Indore,53.03,93.5,30.57,10.18,1.27,25.14,144.07
2025-07-06,Indore,49.55,90.16,32.25,12.98,0.68,17.5,135.38
2025-07-07,Indore,42.35,70.22,27.4,12.66,1.26,11.6,117.39
2025-07-08,Indore,36.08,84.83,30.33,10.47,1.51,21.93,101.7
2025-07-09,Indore,28.43,76.76,25.69,7.94,1.6,25.12,85.1
2025-07-10,Indore,51.61,76.64,42.28,10.82,1.36,26.46,140.51
2025-07-11,Indore,33.31,41.82,25.3,11.04,1.35,21.91,95.53
2025-07-12,Indore,30.07,43.38,40.89,8.18,1.15,18.19,88.61
2025-07-13,Indore,57.77,103.4,23.36,12.29,1.26,18.96,152.5
2025-07-14,Indore,35.96,65.9,18.58,11.13,1.23,26.12,101.41
2025-07-15,Indore,45.13,95.27,13.86,6.2,1.55,14.68,124.31
2025-07-16,Indore,44.89,54.83,29.61,13.63,1.63,11.91,123.72
2025-07-17,Indore,51.71,120.51,52.46,10.23,0.77,25.37,140.76
2025-07-18,Indore,59.53,78.99,38.05,6.28,1.47,7.35,154.34
2025-07-19,Indore,31.34,85.51,27.88,4.9,1.12,24.37,91.32
2025-07-20,Indore,41.39,86.48,36.52,7.77,1.86,16.68,114.98
2025-07-21,Indore,65.17,107.0,27.56,7.93,1.4,26.18,160.29
2025-07-22,Indore,54.46,59.46,33.78,2.45,1.25,31.29,147.66
2025-07-23,Indore,22.86,49.74,30.48,12.96,1.45,11.14,73.2
2025-07-24,Indore,21.3,85.95,20.55,9.21,1.4,19.79,69.87
2025-07-25,Indore,62.31,94.63,39.25,11.56,1.26,21.65,157.28
2025-07-26,Indore,38.98,99.17,25.79,13.98,1.02,24.08,108.94
2025-07-27,Indore,37.9,73.99,47.09,7.48,1.2,18.37,106.24
2025-07-28,Indore,42.08,82.0,20.94,7.53,1.56,28.67,116.69
2025-07-29,Indore,38.96,81.51,25.44,7.29,0.95,13.31,108.89
2025-07-30,Indore,34.07,103.57,27.58,7.76,1.17,29.92,97.17
2025-07-31,Indore,30.62,89.75,29.34,9.0,1.42,22.94,89.79
2025-08-01,Indore,50.4,82.56,43.47,8.93,0.64,26.37,137.51
2025-08-02,Indore,46.7,85.38,28.39,2.46,0.54,32.68,128.24
2025-08-03,Indore,33.22,101.75,16.56,5.66,1.59,21.63,95.34
2025-08-04,Indore,48.3,84.23,28.65,6.76,0.84,30.8,132.24
2025-08-05,Indore,58.59,63.59,20.15,7.76,1.46,21.49,153.36
2025-08-06,Indore,46.92,82.37,28.95,16.04,1.11,32.53,128.8
2025-08-07,Indore,58.32,93.35,14.21,8.89,1.11,23.1,153.08
2025-08-08,Indore,28.86,99.44,38.28,12.31,1.17,16.49,86.03
2025-08-09,Indore,44.54,117.56,29.8,10.16,1.23,19.51,122.85
2025-08-10,Indore,48.46,80.7,32.74,10.32,1.46,25.86,132.66
2025-08-11,Indore,29.0,62.7,28.16,8.74,1.11,23.93,86.32
2025-08-12,Indore,49.96,104.53,39.75,4.86,0.85,20.81,136.39
2025-08-13,Indore,41.94,78.51,25.17,7.89,1.51,14.33,116.35
2025-08-14,Indore,69.55,84.18,38.07,7.06,1.55,22.96,164.9
2025-08-15,Indore,52.6,81.29,43.31,4.32,1.7,22.86,142.99
2025-08-16,Indore,27.47,120.86,44.05,2.58,1.39,26.54,83.07
2025-08-17,Indore,46.51,114.05,40.53,9.6,2.23,27.88,127.76
2025-08-18,Indore,36.97,72.53,39.73,6.42,1.16,21.25,103.92
2025-08-19,Indore,45.73,80.14,19.55,12.29,1.16,34.71,125.83
2025-08-20,Indore,44.79,108.97,35.01,12.75,1.55,23.62,123.47
2025-08-21,Indore,54.83,133.95,27.89,11.18,1.32,25.66,148.58
2025-08-22,Indore,40.06,45.06,27.53,11.8,1.01,27.8,111.65
2025-08-23,Indore,43.73,80.13,37.11,10.84,1.49,28.87,120.83
2025-08-24,Indore,44.75,52.29,27.72,3.39,1.58,27.6,123.37
2025-08-25,Indore,54.51,96.16,39.08,4.07,1.28,14.13,147.78
2025-08-26,Indore,40.0,120.13,40.75,10.79,1.25,16.55,111.49
2025-08-27,Indore,42.37,104.37,32.34,4.04,1.36,10.94,117.43
2025-08-28,Indore,48.48,66.68,18.64,11.25,1.54,23.65,132.69
2025-08-29,Indore,66.28,94.79,24.06,10.36,1.21,30.06,161.46
2025-08-30,Indore,44.28,90.81,18.06,8.98,1.3,16.37,122.21
2025-08-31,Indore,42.07,97.09,32.28,4.56,1.21,19.67,116.66
2025-09-01,Indore,43.38,85.24,26.64,7.45,1.35,28.28,119.96
2025-09-02,Indore,43.03,110.16,38.09,13.29,1.87,31.81,119.08
2025-09-03,Indore,28.54,97.94,39.98,13.0,1.01,26.14,85.34
2025-09-04,Indore,41.56,119.96,18.64,6.49,0.6,23.16,115.39
2025-09-05,Indore,67.49,81.66,30.26,10.45,1.27,24.5,162.72
2025-09-06,Indore,44.9,65.37,28.42,11.03,1.69,29.81,123.75
2025-09-07,Indore,44.28,89.49,35.25,7.02,1.07,21.66,122.19
2025-09-08,Indore,24.25,89.65,37.3,6.67,1.49,18.51,76.18
2025-09-09,Indore,28.92,124.68,21.88,4.96,1.41,24.11,86.16
2025-09-10,Indore,50.29,125.16,24.48,7.06,1.96,27.96,137.23
2025-09-11,Indore,50.69,71.68,38.78,11.21,1.4,18.61,138.21
2025-09-12,Indore,43.21,117.55,21.54,6.4,1.07,19.8,119.54
2025-09-13,Indore,37.9,98.6,31.36,8.98,1.43,25.53,106.26
2025-09-14,Indore,20.82,104.84,23.19,7.47,1.46,21.67,68.85
2025-09-15,Indore,47.45,87.09,27.97,13.39,1.6,24.52,130.12
2025-09-16,Indore,51.81,72.52,48.66,5.54,1.37,20.48,141.02
2025-09-17,Indore,37.16,74.27,23.43,12.37,0.84,28.06,104.39
2025-09-18,Indore,49.73,76.95,34.49,8.33,0.88,15.16,135.84
2025-09-19,Indore,48.06,94.34,31.08,7.63,1.24,20.68,131.66
2025-09-20,Indore,20.43,85.07,34.08,9.0,2.03,16.3,68.01
2025-09-21,Indore,34.35,87.75,32.56,3.1,1.56,23.85,97.75
2025-09-22,Indore,15.6,81.06,23.27,7.44,0.78,24.91,57.68
2025-09-23,Indore,62.94,89.77,13.08,9.66,1.24,15.55,157.94
2025-09-24,Indore,44.74,100.29,24.05,3.87,0.52,18.01,123.35
2025-09-25,Indore,37.38,70.83,23.35,10.5,1.51,24.03,104.94
2025-09-26,Indore,54.18,74.71,23.15,7.23,1.08,10.39,146.95
2025-09-27,Indore,34.15,105.11,36.04,10.38,1.37,31.13,97.33
2025-09-28,Indore,29.24,65.47,39.6,8.88,1.05,25.71,86.84
2025-07-01,Bhopal,36.55,67.75,23.44,9.76,1.4,32.14,102.88
2025-07-02,Bhopal,39.37,79.65,42.41,11.76,1.38,13.22,109.92
2025-07-03,Bhopal,30.2,60.86,29.27,7.27,1.96,13.24,88.9
2025-07-04,Bhopal,27.53,88.84,34.14,1.04,0.63,21.17,83.19
2025-07-05,Bhopal,56.1,119.58,25.68,8.29,0.99,26.63,150.74
2025-07-06,Bhopal,61.76,111.7,31.08,6.28,1.32,31.13,156.7
2025-07-07,Bhopal,35.61,46.37,26.65,7.96,0.59,24.21,100.53
2025-07-08,Bhopal,46.49,119.88,18.86,10.99,1.71,25.63,127.73
2025-07-09,Bhopal,29.98,63.43,31.11,9.07,1.1,30.63,88.42
2025-07-10,Bhopal,36.05,45.3,27.84,10.24,1.46,24.84,101.63
2025-07-11,Bhopal,59.35,64.35,26.51,13.44,0.53,21.78,154.16
2025-07-12,Bhopal,55.89,107.99,35.4,10.86,0.9,30.93,150.52
2025-07-13,Bhopal,26.98,61.07,33.09,7.32,1.4,25.29,82.02
2025-07-14,Bhopal,63.57,93.5,25.23,10.83,0.99,28.56,158.6
2025-07-15,Bhopal,40.63,89.97,14.97,2.05,0.72,32.94,113.07
2025-07-16,Bhopal,27.48,98.37,24.81,8.08,1.3,32.42,83.07
2025-07-17,Bhopal,47.13,89.95,39.64,6.9,1.75,27.98,129.33
2025-07-18,Bhopal,51.26,79.57,25.67,6.19,1.0,16.89,139.65
2025-07-19,Bhopal,43.78,76.53,31.89,10.26,0.9,16.16,120.96
2025-07-20,Bhopal,39.28,69.35,23.61,13.89,0.71,34.76,109.71
2025-07-21,Bhopal,43.34,101.91,36.57,10.65,1.98,16.12,119.86
2025-07-22,Bhopal,40.3,67.94,17.09,6.82,2.07,21.78,112.24
2025-07-23,Bhopal,64.18,124.44,53.67,14.52,2.26,24.22,159.24
2025-07-24,Bhopal,43.93,89.61,30.06,9.25,1.62,19.7,121.32
2025-07-25,Bhopal,25.05,91.31,24.38,7.03,1.26,20.15,77.87
2025-07-26,Bhopal,55.07,81.18,39.83,9.42,1.28,23.43,149.17
2025-07-27,Bhopal,27.65,92.87,37.71,11.77,0.78,13.44,83.43
2025-07-28,Bhopal,36.55,113.81,33.01,6.48,0.74,18.83,102.87
2025-07-29,Bhopal,30.74,100.44,37.05,5.65,1.62,26.58,90.04
2025-07-30,Bhopal,27.22,82.32,32.95,9.29,0.64,23.38,82.53
2025-07-31,Bhopal,48.59,114.98,24.53,7.16,1.24,24.27,132.96
2025-08-01,Bhopal,40.29,92.85,19.28,9.99,1.02,21.56,112.22
2025-08-02,Bhopal,61.53,66.53,27.58,4.98,1.38,28.68,156.46
2025-08-03,Bhopal,42.93,80.92,40.35,9.79,1.65,26.79,118.83
2025-08-04,Bhopal,5.93,81.11,20.78,6.31,1.91,20.62,24.7
2025-08-05,Bhopal,62.24,67.24,20.02,11.09,1.18,24.24,157.2
2025-08-06,Bhopal,40.49,81.6,27.79,9.34,1.58,32.32,112.72
2025-08-07,Bhopal,40.81,78.33,26.74,13.21,1.6,11.34,113.52
2025-08-08,Bhopal,19.96,69.75,33.0,8.7,1.53,21.2,67.01
2025-08-09,Bhopal,56.73,97.35,29.52,12.24,0.66,21.56,151.4
2025-08-10,Bhopal,44.89,98.33,17.37,8.02,1.48,25.36,123.73
2025-08-11,Bhopal,53.99,97.06,28.66,10.82,1.24,23.33,146.47
2025-08-12,Bhopal,51.02,83.13,33.02,11.68,1.6,29.71,139.04
2025-08-13,Bhopal,69.85,98.49,26.36,10.34,1.51,26.54,165.21
2025-08-14,Bhopal,59.86,64.86,42.4,14.35,1.55,25.7,154.7
2025-08-15,Bhopal,37.22,82.41,34.92,10.7,1.61,25.88,104.55
2025-08-16,Bhopal,52.93,100.67,22.39,11.3,2.06,22.1,143.82
2025-08-17,Bhopal,60.49,67.06,30.58,6.88,1.87,32.7,155.36
2025-08-18,Bhopal,41.52,108.98,43.91,8.7,1.37,26.55,115.3
2025-08-19,Bhopal,30.19,84.72,46.59,7.3,1.66,25.75,88.86
2025-08-20,Bhopal,39.8,88.89,44.39,10.46,1.6,31.91,111.01
2025-08-21,Bhopal,37.46,62.33,43.83,9.21,1.68,17.92,105.14
2025-08-22,Bhopal,44.73,60.34,29.93,6.86,0.97,20.55,123.33
2025-08-23,Bhopal,14.85,61.95,36.81,9.84,0.89,25.47,56.09
2025-08-24,Bhopal,29.81,97.1,28.69,7.82,1.28,37.88,88.06
2025-08-25,Bhopal,31.94,88.0,36.09,5.91,0.68,18.37,92.6
2025-08-26,Bhopal,48.89,75.06,27.39,11.53,1.0,22.28,133.74
2025-08-27,Bhopal,23.89,91.21,32.32,11.19,0.86,21.13,75.4
2025-08-28,Bhopal,24.65,77.02,40.76,7.84,0.77,18.37,77.02
2025-08-29,Bhopal,21.44,57.18,35.01,4.46,1.44,22.19,70.18
2025-08-30,Bhopal,34.25,87.53,22.21,11.32,1.04,19.99,97.53
2025-08-31,Bhopal,33.26,95.07,33.26,1.0,1.42,11.62,95.43
2025-09-01,Bhopal,35.87,79.96,26.5,10.3,1.61,18.02,101.17
2025-09-02,Bhopal,31.68,83.26,17.82,7.37,1.86,13.67,92.05
2025-09-03,Bhopal,36.67,71.06,45.35,7.19,1.13,16.23,103.19
2025-09-04,Bhopal,41.68,89.51,22.99,11.77,1.43,27.54,115.7
2025-09-05,Bhopal,34.93,85.61,27.05,13.17,1.37,22.37,98.99
2025-09-06,Bhopal,33.99,71.15,30.86,11.26,1.05,23.11,96.98
2025-09-07,Bhopal,42.51,89.45,15.31,6.03,0.77,22.53,117.77
2025-09-08,Bhopal,30.19,73.27,19.83,7.59,0.87,26.91,88.88
2025-09-09,Bhopal,46.35,85.94,27.24,2.69,1.14,17.64,127.38
2025-09-10,Bhopal,44.52,96.54,32.79,12.59,1.09,18.55,122.79
2025-09-11,Bhopal,53.66,87.04,28.03,14.34,1.55,21.13,145.66
2025-09-12,Bhopal,34.23,111.6,31.88,8.87,1.59,27.81,97.49
2025-09-13,Bhopal,46.17,99.24,32.57,10.46,1.03,33.23,126.94
2025-09-14,Bhopal,28.29,92.4,20.54,8.51,1.09,23.26,84.81
2025-09-15,Bhopal,44.6,63.65,29.32,12.98,0.8,16.92,123.01
2025-09-16,Bhopal,53.05,87.33,32.32,11.87,1.0,19.11,144.12
2025-09-17,Bhopal,33.08,76.09,40.24,3.7,0.84,14.02,95.03
2025-09-18,Bhopal,57.62,70.92,27.21,3.96,1.22,27.46,152.34
2025-09-19,Bhopal,45.06,82.58,17.9,7.82,1.38,16.32,124.15
2025-09-20,Bhopal,51.42,104.35,26.96,10.98,1.28,29.25,140.04
2025-09-21,Bhopal,64.48,69.48,35.4,12.71,0.93,18.71,159.56
2025-09-22,Bhopal,33.14,79.81,26.73,8.21,1.66,10.66,95.16
2025-09-23,Bhopal,30.99,98.98,35.24,5.62,1.54,30.09,90.58
2025-09-24,Bhopal,40.66,63.68,37.18,13.97,0.97,22.4,113.15
2025-09-25,Bhopal,55.11,86.81,15.98,10.13,0.93,14.61,149.27
2025-09-26,Bhopal,19.54,106.05,22.26,9.8,1.55,23.45,66.1
2025-09-27,Bhopal,43.46,89.55,30.16,6.52,0.98,21.94,120.14
2025-09-28,Bhopal,41.8,94.99,40.0,9.83,1.0,9.37,116.0
2025-07-01,Visakhapatnam,31.62,56.23,23.7,9.53,1.35,33.89,91.92
2025-07-02,Visakhapatnam,45.36,119.8,34.85,12.06,1.18,15.86,124.89
2025-07-03,Visakhapatnam,34.86,82.27,24.49,5.8,1.49,16.69,98.85
2025-07-04,Visakhapatnam,22.83,61.2,27.95,5.83,1.23,26.54,73.15
2025-07-05,Visakhapatnam,47.98,70.26,19.36,7.07,1.58,27.99,131.44
2025-07-06,Visakhapatnam,46.22,108.83,44.46,7.35,1.91,20.93,127.05
2025-07-07,Visakhapatnam,55.73,100.93,15.72,5.9,0.83,11.94,150.34
2025-07-08,Visakhapatnam,51.81,125.25,28.17,11.36,1.91,23.8,141.03
2025-07-09,Visakhapatnam,39.35,76.67,33.16,11.42,1.5,25.63,109.87
2025-07-10,Visakhapatnam,39.4,50.24,36.35,4.95,1.57,27.29,110.0
2025-07-11,Visakhapatnam,27.44,71.36,46.74,8.56,0.83,27.28,83.0
2025-07-12,Visakhapatnam,32.56,46.24,34.79,6.05,1.45,17.93,93.94
2025-07-13,Visakhapatnam,48.57,86.05,8.89,9.95,1.2,30.87,132.92
2025-07-14,Visakhapatnam,45.19,97.79,23.76,6.43,1.31,20.22,124.47
2025-07-15,Visakhapatnam,57.55,81.23,20.81,6.32,1.71,21.85,152.27
2025-07-16,Visakhapatnam,36.67,102.53,21.69,2.09,0.98,23.91,103.18
2025-07-17,Visakhapatnam,37.24,51.09,37.26,9.29,1.48,25.15,104.6
2025-07-18,Visakhapatnam,25.51,89.65,37.26,12.22,1.61,25.65,78.88
2025-07-19,Visakhapatnam,17.99,80.3,20.88,12.65,1.77,16.91,62.8
2025-07-20,Visakhapatnam,41.41,89.64,37.62,3.77,0.44,23.0,115.03
2025-07-21,Visakhapatnam,11.5,87.6,34.85,12.51,1.07,23.6,47.9
2025-07-22,Visakhapatnam,47.85,58.75,36.79,9.62,1.08,23.34,131.14
2025-07-23,Visakhapatnam,40.48,100.55,27.71,9.48,1.07,17.01,112.71
2025-07-24,Visakhapatnam,44.17,66.81,36.68,10.58,1.01,23.87,121.92
2025-07-25,Visakhapatnam,32.38,52.18,25.53,8.65,1.53,23.56,93.54
2025-07-26,Visakhapatnam,53.39,65.49,27.22,13.73,0.55,19.82,144.98
2025-07-27,Visakhapatnam,26.26,77.0,25.1,10.61,1.42,14.39,80.48
2025-07-28,Visakhapatnam,32.43,81.26,34.46,16.1,1.6,16.48,93.66
2025-07-29,Visakhapatnam,38.73,85.63,25.16,10.21,0.41,25.88,108.32
2025-07-30,Visakhapatnam,35.94,82.13,42.07,5.02,1.43,27.18,101.34
2025-07-31,Visakhapatnam,41.6,49.05,39.36,8.17,1.11,20.67,115.5
2025-08-01,Visakhapatnam,38.94,62.9,32.68,7.01,1.59,25.46,108.86
2025-08-02,Visakhapatnam,59.02,77.41,22.84,4.39,2.2,26.7,153.81
2025-08-03,Visakhapatnam,30.56,114.33,39.05,4.75,1.02,21.64,89.66
2025-08-04,Visakhapatnam,29.89,83.91,36.94,4.68,1.44,29.95,88.22
2025-08-05,Visakhapatnam,45.96,82.09,24.55,11.29,0.85,23.83,126.39
2025-08-06,Visakhapatnam,40.55,104.93,24.69,7.31,0.82,24.91,112.88
2025-08-07,Visakhapatnam,36.15,66.38,23.63,10.41,0.88,16.44,101.88
2025-08-08,Visakhapatnam,49.94,77.72,36.36,7.72,1.32,23.5,136.36
2025-08-09,Visakhapatnam,58.78,110.91,39.55,6.91,0.93,27.07,153.55
2025-08-10,Visakhapatnam,58.84,108.38,30.7,10.98,1.62,23.43,153.62
2025-08-11,Visakhapatnam,45.19,87.86,24.72,6.74,1.04,12.55,124.48
2025-08-12,Visakhapatnam,42.72,82.46,35.64,12.58,1.85,30.9,118.29
2025-08-13,Visakhapatnam,31.46,54.11,36.86,12.95,1.94,25.27,91.57
2025-08-14,Visakhapatnam,15.68,89.02,33.58,12.56,1.89,27.76,57.85
2025-08-15,Visakhapatnam,32.98,61.32,33.04,6.42,1.91,12.41,94.82
2025-08-16,Visakhapatnam,47.68,89.68,28.15,6.02,0.5,19.47,130.71
2025-08-17,Visakhapatnam,33.94,104.42,22.89,10.16,0.8,25.4,96.88
2025-08-18,Visakhapatnam,14.34,125.77,29.22,1.0,1.03,17.08,55.0
2025-08-19,Visakhapatnam,33.97,77.26,25.14,6.35,0.86,27.19,96.94
2025-08-20,Visakhapatnam,54.73,77.34,29.07,5.42,1.35,23.98,148.33
2025-08-21,Visakhapatnam,34.49,86.17,29.72,5.64,1.8,21.39,98.05
2025-08-22,Visakhapatnam,61.54,92.3,45.69,12.33,1.41,18.15,156.46
2025-08-23,Visakhapatnam,31.25,92.44,30.37,7.03,1.65,22.99,91.14
2025-08-24,Visakhapatnam,53.28,66.72,39.03,10.3,1.8,28.38,144.7
2025-08-25,Visakhapatnam,39.17,79.1,43.71,7.93,1.62,20.23,109.42
2025-08-26,Visakhapatnam,20.55,61.37,34.3,10.9,1.48,29.09,68.27
2025-08-27,Visakhapatnam,44.93,66.8,33.9,9.31,1.09,25.39,123.82
2025-08-28,Visakhapatnam,42.62,72.26,28.95,13.04,1.87,23.4,118.06
2025-08-29,Visakhapatnam,42.41,55.67,43.95,11.91,1.62,8.77,117.53
2025-08-30,Visakhapatnam,42.63,82.42,36.11,7.45,1.23,25.8,118.07
2025-08-31,Visakhapatnam,32.79,73.4,32.15,12.82,1.64,28.9,94.43
2025-09-01,Visakhapatnam,40.71,112.08,15.53,14.87,2.18,25.31,113.27
2025-09-02,Visakhapatnam,50.19,81.82,28.09,6.97,1.3,25.79,136.97
2025-09-03,Visakhapatnam,45.36,122.23,30.15,4.33,1.98,14.9,124.91
2025-09-04,Visakhapatnam,33.4,87.57,32.39,4.46,1.02,13.34,95.72
2025-09-05,Visakhapatnam,47.81,106.39,19.97,11.79,1.69,18.72,131.04
2025-09-06,Visakhapatnam,18.23,63.41,25.87,13.43,1.27,16.6,63.31
2025-09-07,Visakhapatnam,42.91,57.67,33.98,5.87,0.99,24.72,118.79
2025-09-08,Visakhapatnam,63.98,130.13,23.07,7.01,1.53,29.53,159.03
2025-09-09,Visakhapatnam,16.33,86.73,26.47,3.03,0.79,19.09,59.26
2025-09-10,Visakhapatnam,38.84,99.91,31.06,11.64,1.33,18.13,108.61
2025-09-11,Visakhapatnam,38.22,96.6,37.8,8.36,0.95,24.48,107.04
2025-09-12,Visakhapatnam,44.96,105.86,23.53,6.8,1.62,19.97,123.9
2025-09-13,Visakhapatnam,35.01,107.79,18.63,14.97,1.07,27.71,99.18
2025-09-14,Visakhapatnam,39.54,88.65,27.65,11.37,1.18,18.95,110.35
2025-09-15,Visakhapatnam,64.44,86.16,25.39,4.33,2.07,19.02,159.51
2025-09-16,Visakhapatnam,66.49,92.37,31.44,9.31,2.21,9.29,161.67
2025-09-17,Visakhapatnam,43.88,78.43,28.15,9.25,1.21,23.67,121.21
2025-09-18,Visakhapatnam,41.3,57.91,33.24,10.95,1.1,33.16,114.75
2025-09-19,Visakhapatnam,54.73,97.24,34.96,8.89,1.78,31.67,148.33
2025-09-20,Visakhapatnam,50.81,72.36,29.97,10.52,1.66,21.93,138.54
2025-09-21,Visakhapatnam,32.82,113.43,20.67,5.98,0.79,16.68,94.49
2025-09-22,Visakhapatnam,56.12,109.16,29.19,10.29,1.32,15.17,150.75
2025-09-23,Visakhapatnam,68.07,111.47,32.88,6.23,1.23,18.18,163.34
2025-09-24,Visakhapatnam,43.23,90.94,27.65,4.44,2.17,24.01,119.56
2025-09-25,Visakhapatnam,47.69,76.69,18.35,8.55,1.19,26.9,130.73
2025-09-26,Visakhapatnam,50.08,96.29,36.47,14.21,1.48,28.74,136.71
2025-09-27,Visakhapatnam,46.88,51.88,28.38,6.2,1.41,17.26,128.71
2025-09-28,Visakhapatnam,50.08,105.56,40.88,13.66,0.65,15.23,136.71
2025-07-01,Patna,77.71,105.75,32.77,8.9,1.3,11.01,173.48
2025-07-02,Patna,33.49,83.61,25.45,7.04,2.34,21.2,95.92
2025-07-03,Patna,43.46,87.12,34.01,7.37,1.82,25.1,120.14
2025-07-04,Patna,23.85,79.05,27.45,8.15,1.52,26.35,75.31
2025-07-05,Patna,47.43,90.56,30.81,2.35,1.63,25.7,130.07
